A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	1	0	#	#	0	#	#	#	0	#	0	1.0
#	1	0	#	#	0	#	0	#	#	#	0	0.2373046875
#	0	0	0	#	1	#	#	#	#	#	0	0.210103396046206
#	1	1	#	#	#	1	#	1	#	#	1	0.19960038062927776
#	0	#	0	0	#	1	#	#	#	#	0	0.21113086633080902
0	#	#	1	#	#	#	0	#	#	#	1	0.08825375108068294
0	0	#	1	1	1	#	#	#	#	#	1	1.0
#	0	1	#	#	#	#	0	0	0	#	0	0.2805030468350874
1	0	#	#	#	0	#	1	#	#	#	1	0.210103396046206
0	0	#	#	0	#	#	#	#	#	#	0	0.21720617794361205
0	#	1	#	1	0	#	#	#	0	1	1	0.18593443208187066
1	#	0	#	#	#	#	0	#	#	#	0	0.2679145340149969
#	0	0	#	#	#	#	0	#	#	#	0	0.2625281864739589
0	1	#	#	#	0	#	0	#	1	#	0	0.22824833264848604
0	#	0	#	#	1	#	#	0	#	#	1	0.28247175784929984
0	1	#	#	1	1	#	#	#	0	#	1	0.21208362139917689
#	0	#	0	0	#	0	#	#	#	#	0	0.2567458542283846
1	0	0	#	#	#	#	1	#	#	#	1	1.0
#	1	0	#	#	#	#	#	1	1	#	1	0.254248345462383
#	#	0	0	#	#	#	0	1	0	#	0	0.5219071182905436
#	1	0	#	#	#	#	#	#	1	1	1	0.3035966957071313
#	#	1	#	#	#	0	#	#	#	0	0	0.26322900878310224
0	#	0	1	#	#	#	0	#	#	#	1	0.27088050499642674
1	0	#	#	0	0	#	#	1	#	#	1	0.20612659768312552
#	#	#	0	0	#	0	#	#	#	#	0	0.1259123951475064
#	1	1	#	#	#	1	#	#	#	#	1	0.18280429436068166
#	1	0	#	1	#	#	#	#	1	#	1	0.2774408158555733
0	0	#	#	1	#	#	#	#	#	#	1	0.21372259058022144
#	1	1	#	#	#	#	#	#	#	1	1	0.21674206234847804
#	1	#	#	#	#	#	#	#	#	1	1	0.10727435516406496
0	#	#	1	#	1	#	#	#	#	#	1	0.2562797217184641
#	#	1	#	1	#	#	#	1	#	#	1	0.15694357368977896
#	1	#	#	#	0	0	#	1	0	#	0	0.5389837915635907
#	#	0	0	#	#	1	0	#	#	#	0	0.2641231282336045
0	1	#	0	#	1	#	1	#	#	#	1	0.28962137296388657
#	0	0	#	#	1	#	1	#	#	#	1	0.26274433020213567
#	#	0	#	#	#	#	1	#	1	#	1	0.2558354088543162
1	#	#	#	#	#	#	#	#	0	0	0	0.2572354533504453
#	1	#	#	#	#	0	#	#	0	#	0	0.2270775906962369
#	#	1	#	1	0	1	#	#	#	#	1	0.14484594267498016
1	#	1	#	0	0	#	0	0	0	#	0	0.3666478320532007
0	#	1	#	1	#	#	#	0	#	#	1	0.2222903719323048
1	#	0	#	#	#	#	#	#	0	0	0	0.17133974630262308
0	#	1	#	1	0	#	0	#	#	#	1	0.14012604492187505
0	0	#	#	1	#	#	#	0	1	#	1	0.24710935412080362
0	#	#	0	0	#	0	#	1	#	#	0	0.3158088059220047
1	#	1	#	#	#	0	#	#	#	1	1	0.19075113096875485
#	0	0	0	#	0	#	#	#	#	#	0	0.198493132730532
1	1	#	#	#	#	#	1	#	#	1	1	0.3559121861004116
#	1	#	#	#	1	1	#	#	#	#	1	0.22923385938837465
0	1	#	#	#	#	0	#	1	1	#	0	0.2662118732867609
0	1	#	#	#	#	0	#	1	0	#	0	0.3392169036785128
0	#	0	0	0	#	#	#	0	#	#	0	0.18593443208187066
#	0	#	0	0	0	#	#	#	#	#	0	0.15548635469057523
#	0	1	#	1	#	#	#	#	#	#	1	0.19238987675484973
1	#	#	#	#	#	0	1	#	#	1	1	0.28462802079628785
#	#	0	1	#	#	#	#	#	1	#	1	0.21720617794361205
1	1	#	#	#	#	#	#	#	#	1	1	0.2830675639185226
#	0	#	0	0	#	#	0	#	#	#	0	0.6062776116457453
#	0	0	0	#	#	#	#	0	#	#	0	0.22059995870325735
1	#	1	#	#	#	#	#	1	#	1	1	1.0
0	#	0	#	#	1	#	#	#	#	#	1	0.21720617794361205
0	#	1	#	#	#	1	#	0	#	#	1	0.16046629687866054
1	1	#	1	0	#	#	1	#	1	#	1	0.10049355861780968
1	#	1	#	#	#	1	#	#	#	0	0	0.3580008669006961
#	1	1	#	#	1	0	0	#	#	#	0	0.28462802079628785
#	0	#	0	0	#	#	#	#	#	#	0	0.21208362139917689
#	0	#	#	0	#	#	0	0	#	#	0	0.5295244828003928
#	0	1	#	#	#	#	#	0	#	0	0	0.21848085858476907
#	1	0	#	#	#	#	#	#	1	#	1	0.20634809626323733
0	#	#	#	#	0	0	1	1	0	#	0	0.3066820026178275
0	0	#	#	0	#	#	0	0	#	#	0	0.2373046875
#	0	0	0	#	#	#	#	#	1	#	0	0.15774104955529852
0	1	0	#	#	0	0	#	1	1	#	1	0.0
0	0	0	1	#	#	#	#	#	#	#	1	1.0
0	1	#	#	#	#	1	0	#	#	#	1	0.2693290743429045
#	0	#	0	0	#	#	0	0	#	#	0	1.0
#	#	1	1	#	#	1	#	1	1	1	0	0.001903968584518355
0	#	#	1	1	#	1	0	#	#	#	1	0.5417169694823225
0	#	1	1	1	#	#	#	#	#	#	1	0.22481780895283973
#	#	1	#	0	#	#	#	0	0	#	0	0.17018672393742432
#	0	0	#	#	1	0	1	#	1	#	1	0.2373046875
#	#	1	#	0	0	0	#	#	#	0	0	0.5674268557185995
1	#	#	#	#	0	0	1	#	#	1	1	0.26487008230452685
0	1	#	#	#	0	0	#	#	#	#	0	1.0
0	#	0	1	#	#	#	#	#	1	#	1	0.2740874207684612
0	#	0	1	#	#	#	0	#	1	#	1	0.26487008230452685
0	1	#	#	#	#	1	1	#	#	#	1	0.2373046875
0	0	#	#	0	0	#	#	#	#	#	0	0.20562798495676804
#	0	1	0	0	#	#	#	#	#	#	0	0.2373046875
1	0	#	#	#	#	#	1	#	#	1	1	0.1473475405306393
#	#	0	1	#	1	0	1	#	1	0	0	0.0
#	0	0	#	0	1	0	1	#	#	#	1	0.3276800000000001
0	#	#	#	1	1	#	#	#	0	#	1	0.16205380228655514
1	0	#	0	#	#	#	1	#	#	#	1	0.1800134415442498
1	0	#	#	1	#	#	#	0	#	1	0	0.2373046875
0	#	0	1	#	#	1	#	#	#	#	1	0.3125122919485888
#	0	0	1	#	#	1	#	#	#	#	1	0.24486155808474971
#	#	0	1	#	1	#	#	#	#	#	1	0.2693290743429045
#	1	#	0	#	#	#	#	#	#	0	0	0.10929741719201917
#	1	#	#	#	#	0	#	#	0	0	0	0.5493574265876763
0	#	#	0	0	#	0	1	1	#	#	0	0.20346349914002398
#	0	1	#	0	#	#	#	#	#	0	0	0.2550063900805163
0	#	0	#	#	0	#	#	1	0	#	0	0.10979242280002384
#	0	#	1	#	#	1	#	#	#	#	1	0.07149242989999999
#	#	0	#	#	#	#	0	#	0	#	0	0.22397642588184608
#	1	#	#	#	0	0	#	#	#	#	0	0.2546951789996305
1	0	#	#	#	#	0	#	1	#	1	1	0.14387251916983998
0	1	#	#	0	0	#	0	#	#	#	0	0.44855981016533175
0	#	1	1	1	1	#	#	#	1	#	1	0.1590361251087416
#	0	#	#	#	#	#	1	1	#	#	1	0.3145394795676772
#	#	1	#	1	1	#	#	#	1	1	1	0.2373046875
0	0	#	0	#	1	0	#	#	0	#	0	0.2373046875
0	#	#	#	1	0	1	#	#	#	#	1	0.14082878195139625
#	1	1	#	#	#	0	#	#	1	#	0	0.3109652044351208
#	1	#	#	#	#	0	#	1	#	#	0	0.16931127968462883
#	1	0	#	1	1	#	#	0	#	#	1	0.20346349914002398
1	#	1	0	#	#	1	#	#	#	1	1	0.3066820026178275
#	#	1	#	0	1	#	#	1	#	1	1	0.06391305182160717
#	0	1	1	0	#	#	#	1	#	1	0	0.012558674125514407
1	1	1	1	#	#	#	#	#	1	#	0	0.01183710753970294
#	1	0	#	#	1	#	#	#	#	#	1	0.29773026984416995
1	#	1	#	1	#	#	#	#	#	0	0	0.28462802079628785
#	0	1	#	0	#	1	#	#	#	#	0	0.3276800000000001
#	0	0	#	1	1	#	1	0	#	#	1	0.05292214940134466
#	1	0	#	1	0	#	#	#	#	#	0	0.20030418945312498
1	#	1	#	#	#	#	#	1	#	#	1	0.22301350200402018
#	1	0	#	#	#	1	#	#	1	1	1	0.2567458542283846
#	#	0	#	#	#	#	0	1	#	#	0	0.10097577250432618
#	1	#	#	#	#	1	#	0	#	1	1	0.2373046875
0	#	0	1	#	#	1	0	#	#	#	1	0.2373046875
1	#	1	#	1	0	#	#	#	#	0	0	0.3276800000000001
#	0	1	0	0	#	1	#	#	1	#	0	0.28462802079628785
#	#	0	#	#	#	#	0	#	#	#	0	0.09091180653955425
0	#	1	1	1	0	#	#	#	#	#	1	0.2373046875
0	0	#	#	#	#	#	0	#	0	1	1	0.07775999999999998
#	0	1	#	#	1	1	#	0	#	#	0	0.16806999999999994
0	#	#	#	#	0	0	#	#	#	#	0	0.2577503359985351
0	#	#	#	#	0	0	#	#	0	#	0	0.3173112237881989
1	#	1	#	#	#	#	#	#	#	1	1	0.126916476145353
#	#	1	#	#	0	#	#	0	0	0	0	0.27550608968587587
0	#	1	1	1	0	#	#	1	#	#	1	0.18593443208187066
#	1	0	#	#	0	#	#	1	#	#	0	0.2662118732867609
1	#	0	#	#	#	#	#	#	0	#	0	0.2373046875
#	1	0	0	#	#	#	#	#	0	#	0	0.1134276198236865
1	#	0	#	#	#	1	#	1	0	#	0	0.5734249721032963
#	1	#	#	#	#	#	#	0	#	1	1	0.0852316508323596
1	1	#	#	#	#	1	#	#	1	#	1	0.2373046875
0	#	0	#	#	0	#	#	#	0	#	0	0.15359020233154297
#	1	0	0	#	0	#	#	#	#	#	0	0.2693290743429045
0	0	1	#	1	#	#	#	1	#	#	0	0.0
0	1	#	#	#	#	0	#	#	#	#	0	0.27448190461327976
0	0	#	#	1	0	#	#	#	#	#	1	0.5277319168
0	1	0	#	#	#	1	0	#	#	#	0	0.0006544696506532578
1	1	#	#	#	#	1	1	#	1	#	1	0.3787874412704941
#	0	0	#	#	#	#	1	#	0	#	1	0.2994492622121735
0	#	1	#	1	1	#	#	#	#	#	1	0.2994492622121735
0	#	#	#	1	#	#	#	#	#	#	1	0.07902642285459412
0	1	#	#	#	0	#	#	#	#	#	0	0.5256672404724864
0	#	0	1	#	#	#	#	#	#	#	1	0.21574646429773925
#	0	#	0	0	1	#	0	0	#	#	0	1.0
1	1	#	#	#	1	#	#	#	1	#	1	0.13168724279835387
#	0	#	1	#	#	#	1	#	1	#	1	0.11950274109665414
0	1	1	0	#	1	#	1	#	#	#	1	0.0009765625
#	0	#	0	0	#	#	#	0	#	#	0	0.620921323059155
1	0	#	#	#	#	#	#	1	#	1	1	0.07775999999999998
1	#	#	#	#	#	1	#	#	1	#	1	0.11235755559348279
#	0	#	#	#	#	#	1	#	0	#	1	0.1385445030619302
0	0	#	#	0	#	#	#	0	#	#	0	0.16806999999999994
0	#	0	1	#	#	#	0	1	#	#	1	0.401877572016461
#	#	1	#	1	#	1	0	#	#	#	1	0.1590361251087416
0	1	#	#	#	1	0	0	#	#	#	0	0.01183710753970294
1	#	0	#	0	#	#	0	#	#	#	0	0.43375716751999094
1	0	#	#	0	#	0	#	1	#	#	1	0.08825375108068294
#	0	1	#	#	#	#	#	1	1	#	1	0.22059995870325735
#	1	#	#	#	0	0	#	1	#	#	0	0.25126003423796484
#	0	0	#	#	1	#	1	#	0	#	1	0.06754356352880661
1	1	0	#	#	#	#	#	#	1	1	0	0.0
#	1	1	#	#	#	1	#	#	#	0	0	0.016028404235839844
0	#	1	#	0	#	0	#	#	#	#	0	1.0
1	#	0	#	#	0	#	0	#	#	#	0	0.2373046875
#	#	1	#	0	#	0	#	#	#	#	0	0.2481884326272296
0	#	0	#	#	0	#	#	#	#	#	0	0.13168724279835387
0	0	#	1	#	#	#	#	#	#	#	1	0.3066820026178275
0	#	#	0	0	#	0	#	#	#	#	0	0.3437397318290407
0	#	#	1	1	#	#	#	#	#	#	1	0.37398055637160105
1	#	0	#	#	0	#	#	#	#	#	0	0.04378213161539298
0	0	#	1	1	#	1	#	#	#	#	1	1.0
1	1	#	#	#	#	#	1	#	1	#	1	0.3276800000000001
#	#	#	0	0	#	#	#	0	#	#	0	0.18109265572580094
#	0	1	#	0	#	0	#	#	#	1	0	0.2373046875
1	#	#	#	#	#	#	1	1	0	#	1	0.19649623617673456
1	0	#	#	#	#	#	1	1	1	#	0	0.0
0	#	1	#	0	#	0	#	#	#	0	0	1.0
0	0	#	1	#	#	#	1	#	0	#	1	0.512908935546875
0	0	#	1	1	#	#	#	#	#	#	1	1.0
