A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	#	#	1	#	1	#	1	#	0	#	1	1	#	1	0	1	#	#	1	0.2373046875
0	1	#	0	#	0	#	1	0	#	#	1	1	1	1	#	0	1	#	#	1	1.0
1	1	0	1	1	1	0	#	1	#	0	#	1	#	#	1	#	1	#	#	1	1.0
0	#	1	#	#	#	#	1	1	#	0	#	#	#	#	#	#	0	#	#	0	0.12171569466590881
#	0	0	#	0	#	#	1	#	0	#	0	#	#	1	0	#	0	#	1	0	0.2373046875
#	1	#	1	1	#	0	1	0	0	#	0	1	#	1	#	0	1	0	1	0	0.03125
0	#	1	0	#	0	0	#	#	0	1	#	0	1	#	#	#	#	0	1	0	1.0
0	0	#	1	0	#	#	#	#	#	#	0	0	1	#	0	#	1	#	#	0	1.0
0	#	#	1	1	#	#	1	0	1	0	#	#	1	#	1	#	#	0	1	1	1.0
1	#	1	1	0	#	#	0	#	#	#	1	1	0	#	0	1	1	#	#	0	0.03125
1	0	#	1	0	#	#	0	1	1	1	0	1	#	1	0	0	#	#	1	0	0.03125
#	1	1	#	#	#	#	0	#	#	0	0	1	#	0	#	#	#	#	1	0	1.0
0	1	#	#	1	0	#	0	#	#	1	#	1	#	#	1	#	#	0	0	0	0.3276800000000001
#	#	1	#	#	0	0	#	1	#	1	1	#	#	1	1	#	1	1	#	1	1.0
#	0	1	#	#	#	#	0	1	#	#	#	#	0	0	1	#	0	1	0	1	1.0
#	0	1	0	#	1	0	0	#	0	#	0	#	#	#	1	0	#	0	0	0	1.0
0	#	0	#	#	#	1	0	0	#	0	#	1	#	#	1	1	0	0	1	0	1.0
#	1	#	0	0	0	#	#	#	1	0	#	#	0	#	0	1	1	1	0	1	1.0
#	0	#	1	1	#	0	1	0	0	#	#	#	#	#	0	1	0	#	#	1	1.0
#	1	#	#	#	0	0	0	#	1	1	1	#	1	#	1	0	0	1	#	1	1.0
1	#	#	1	1	0	#	#	#	#	0	0	1	#	#	#	#	#	1	1	1	0.13168724279835387
1	#	#	0	1	#	#	#	#	#	0	#	#	#	#	#	#	1	1	0	1	0.08825375108068294
#	0	#	#	0	1	#	1	0	1	#	#	#	#	#	#	1	1	0	1	0	0.03125
#	0	1	1	#	1	1	0	#	#	1	1	1	0	0	#	#	#	#	0	0	1.0
#	#	#	1	1	0	#	1	#	1	#	0	#	#	#	1	#	#	0	0	1	0.03125
#	#	#	1	0	#	#	1	0	#	1	#	0	#	1	#	0	0	#	0	0	0.03125
0	0	1	1	0	1	#	1	#	1	#	#	1	0	#	#	#	1	0	#	1	1.0
0	#	1	#	0	1	0	1	1	#	1	#	0	#	1	#	1	1	#	1	1	1.0
#	1	#	1	#	#	0	0	1	#	1	#	1	0	0	1	1	#	#	1	1	1.0
1	1	1	0	0	0	0	1	1	0	1	#	0	1	0	0	#	#	1	#	1	1.0
0	#	#	0	0	1	1	0	1	0	0	1	#	1	0	#	0	0	1	#	0	1.0
#	#	#	0	#	0	1	1	0	#	#	0	1	#	0	1	1	#	0	1	0	1.0
#	0	1	0	#	0	#	1	#	#	#	#	#	0	#	#	#	#	0	0	1	1.0
1	#	1	0	#	#	#	#	1	#	1	1	#	0	#	1	#	#	#	0	1	0.13168724279835387
#	1	#	1	0	#	#	#	1	0	0	0	0	1	0	#	1	#	#	0	0	1.0
0	0	#	0	#	1	1	0	0	1	#	#	0	#	#	1	#	#	#	1	0	1.0
0	1	#	#	1	#	0	0	0	0	0	0	0	0	#	0	1	#	#	1	0	1.0
1	#	0	#	1	#	1	1	#	0	1	0	#	1	0	#	#	#	1	#	1	1.0
#	#	1	0	#	#	1	1	#	1	1	0	0	#	0	#	#	0	#	#	1	0.13168724279835387
0	1	1	0	#	1	#	1	0	#	#	#	1	#	#	1	#	#	1	1	1	0.0
0	#	1	#	0	0	1	0	#	#	#	#	0	#	#	1	1	1	#	1	1	1.0
#	1	#	#	#	0	0	#	1	0	#	#	#	#	#	#	#	#	1	#	1	0.12071966324265888
1	#	0	0	0	#	0	0	0	#	1	1	0	0	0	#	1	1	#	#	0	1.0
#	0	#	1	0	#	1	#	#	#	#	0	#	0	#	#	1	1	#	1	0	0.2373046875
0	#	0	1	0	1	#	#	#	0	#	#	1	#	1	#	#	0	#	0	1	1.0
1	0	1	0	1	1	#	1	0	1	1	0	1	0	1	1	1	1	0	#	1	1.0
#	1	#	#	1	#	#	#	#	1	#	#	1	0	0	#	0	1	0	#	0	0.2373046875
1	#	0	1	#	#	#	0	1	1	#	#	#	1	#	#	1	0	#	0	0	0.03125
#	#	#	0	0	#	0	#	#	#	#	0	1	#	1	#	0	1	#	1	0	0.095367431640625
#	0	1	#	1	#	0	#	0	#	#	1	0	0	#	1	1	0	1	0	0	1.0
0	1	#	1	0	1	0	1	1	#	1	#	1	#	0	#	1	1	0	#	1	1.0
1	1	0	#	0	#	#	1	#	#	#	#	#	1	#	#	#	#	0	#	0	0.07775999999999998
#	1	0	#	#	0	0	#	#	1	1	#	1	#	0	1	1	0	1	1	0	1.0
1	#	0	#	0	0	#	#	#	#	1	1	#	#	1	#	#	0	#	1	1	0.0024299999999999994
#	1	0	#	1	0	#	#	#	0	0	#	#	#	1	#	#	#	#	#	0	0.010240000000000003
#	0	1	1	#	1	0	0	0	#	0	0	#	0	1	#	#	1	0	0	0	1.0
#	#	1	#	#	#	0	1	#	1	#	#	0	#	1	#	#	#	1	#	1	0.10979242280002384
0	1	0	1	1	0	#	#	0	#	#	#	#	#	1	0	#	1	0	0	0	1.0
0	0	#	0	1	1	0	0	0	0	0	0	0	0	#	#	#	#	0	0	0	1.0
0	#	#	#	#	#	0	0	0	#	#	#	#	1	#	0	0	0	1	#	1	0.004115226337448558
0	#	0	0	0	#	#	0	1	0	1	#	1	1	1	#	#	0	1	1	1	1.0
1	#	#	1	1	1	#	#	1	0	#	1	0	1	1	#	#	1	#	0	1	1.0
#	#	0	1	#	1	#	#	#	1	#	0	1	#	0	1	0	#	1	#	1	1.0
#	1	#	1	0	#	1	1	#	#	0	1	#	0	#	#	0	0	#	#	0	1.0
1	0	#	#	0	0	#	#	#	#	1	0	#	0	#	1	1	#	0	#	1	0.03125
0	1	#	1	0	0	0	0	1	0	#	1	#	1	#	#	#	0	0	0	1	1.0
#	0	#	#	#	1	#	0	1	0	1	1	1	#	1	0	1	#	#	#	1	1.0
1	#	#	0	#	0	#	#	0	0	#	#	1	1	1	#	0	#	#	1	1	0.03125
0	#	#	1	#	1	0	#	1	#	#	0	1	1	#	#	1	#	#	1	0	0.004115226337448558
1	0	0	0	0	#	#	1	0	#	0	#	1	0	#	1	1	#	#	#	1	1.0
1	1	0	#	1	1	1	0	1	#	1	1	1	1	#	1	0	0	#	#	0	1.0
#	#	#	1	#	1	#	0	1	0	0	0	#	#	1	#	#	1	0	0	0	1.0
#	#	0	1	1	#	#	#	0	#	1	1	#	#	#	1	1	#	0	0	0	0.03125
#	#	0	1	0	1	1	1	0	0	#	#	1	#	#	1	#	0	0	#	0	1.0
0	0	1	#	#	#	0	0	#	0	0	1	#	#	#	#	0	1	#	#	0	1.0
1	0	#	#	#	1	#	1	#	#	0	0	1	0	1	#	0	1	0	1	1	1.0
#	1	1	1	1	#	#	0	#	0	0	#	1	#	#	0	#	1	0	#	1	0.03125
0	#	1	1	#	0	#	1	#	#	0	#	#	1	1	0	#	#	#	#	1	1.0
#	1	#	1	1	0	0	#	1	#	#	0	#	0	1	#	#	1	#	#	0	0.03125
0	#	#	#	0	#	1	#	0	1	1	1	1	1	#	0	#	0	#	#	0	1.0
0	0	1	#	1	1	#	1	#	#	1	#	0	#	0	#	#	#	#	#	1	1.0
0	0	1	#	1	1	#	0	0	1	1	1	#	#	0	1	1	1	1	0	1	1.0
1	#	#	#	#	0	1	#	0	#	1	0	0	0	#	#	#	#	#	0	0	0.46266436603796024
0	#	#	#	#	#	#	#	#	0	#	1	0	0	1	#	0	0	#	#	1	0.07775999999999998
#	#	#	1	#	0	#	#	0	1	0	0	#	0	0	0	#	#	#	0	0	1.0
0	#	0	1	#	#	0	0	#	1	1	#	0	1	1	#	1	0	#	1	0	1.0
#	#	#	1	1	#	1	#	1	0	#	1	#	0	#	1	0	1	1	#	0	0.03125
0	0	1	#	#	0	#	1	1	#	#	#	0	1	1	#	#	1	#	1	0	1.0
0	1	0	0	#	0	0	#	#	#	#	#	#	#	0	1	0	0	#	0	0	1.0
#	0	1	#	#	1	0	1	0	#	#	#	1	0	#	#	#	#	#	1	0	0.05292214940134466
0	1	#	0	#	1	1	#	#	#	#	#	#	#	1	0	0	#	1	#	1	0.13168724279835387
#	1	0	1	#	1	0	1	#	#	1	#	1	0	0	#	0	1	#	1	1	1.0
1	#	#	1	1	0	0	#	0	#	#	#	#	0	#	#	#	#	#	1	1	0.13168724279835387
1	1	1	0	#	#	#	#	#	#	#	1	0	#	1	0	0	#	#	1	0	1.0
1	1	0	1	#	0	#	#	#	#	0	#	#	0	#	#	#	#	#	0	0	0.3276800000000001
#	0	1	#	#	#	#	#	0	1	#	1	#	#	0	#	#	#	0	1	0	1.0
#	#	#	#	1	1	0	#	#	#	#	0	#	#	#	#	#	#	1	1	1	0.19349176319999997
1	#	1	0	#	#	#	1	0	1	#	#	#	#	0	1	#	0	#	#	1	0.03125
1	#	1	#	#	1	#	0	1	1	#	#	#	#	0	#	#	0	#	#	0	0.13168724279835387
1	#	#	#	#	1	#	#	0	#	#	0	0	#	#	#	#	1	#	0	0	0.27550608968587587
#	#	0	1	1	#	0	0	0	0	#	#	#	#	#	#	1	0	#	1	0	0.13168724279835387
1	#	#	0	#	#	1	0	#	#	#	#	#	#	#	1	#	1	0	#	0	0.04158799090330928
1	1	1	0	1	#	0	1	#	1	0	1	0	#	#	#	0	#	#	#	1	0.13168724279835387
#	#	1	0	#	1	0	0	1	#	#	#	1	1	#	0	1	#	#	0	0	0.03125
#	#	#	#	#	#	1	#	#	0	0	#	#	0	0	1	0	0	0	#	1	0.001903968584518355
#	#	#	#	1	1	0	#	#	#	#	#	#	#	#	#	#	#	1	#	1	0.07431984303981963
1	#	#	0	0	#	#	#	#	#	#	0	#	1	#	0	0	#	0	#	0	1.0
#	#	#	0	#	#	#	#	#	1	0	1	1	1	0	1	1	#	#	1	1	1.0
#	0	#	#	0	#	#	0	1	#	1	1	#	#	#	0	#	#	#	0	0	0.3276800000000001
#	0	#	0	0	1	#	#	#	#	1	1	0	#	#	#	#	#	#	#	0	0.17525145137855438
#	#	#	#	#	#	#	1	#	#	0	1	1	#	1	0	#	1	1	#	1	0.095367431640625
1	#	#	#	1	#	#	0	#	1	#	0	#	1	1	1	0	#	#	0	1	0.03125
1	0	#	1	0	#	#	0	#	1	#	#	1	0	#	#	1	#	#	#	0	0.401877572016461
0	#	#	1	#	#	#	#	1	0	#	1	#	#	0	1	#	1	0	#	1	0.13168724279835387
1	1	0	#	0	#	#	1	#	#	#	#	#	1	1	1	#	#	0	#	0	0.07775999999999998
#	0	#	#	0	1	0	#	1	1	#	#	0	1	#	#	1	1	1	#	0	1.0
#	1	1	1	#	0	#	0	#	0	#	1	#	1	#	1	1	#	0	1	1	1.0
#	#	#	0	#	#	#	#	#	0	#	#	#	0	0	#	1	0	#	1	0	0.07042962777237427
#	0	0	1	0	0	0	1	#	1	1	#	0	1	#	0	0	0	1	#	0	1.0
#	0	#	#	1	#	#	#	#	#	1	#	0	1	#	#	1	#	0	1	1	0.2373046875
0	0	#	#	0	#	0	0	0	#	0	1	#	1	0	0	1	#	#	1	0	1.0
#	1	0	#	#	#	#	#	0	#	#	#	#	#	#	0	0	#	0	0	0	0.46266436603796024
1	#	#	0	#	1	#	1	#	#	1	1	1	0	#	0	0	0	0	#	1	1.0
1	#	#	#	0	1	0	#	0	1	#	1	0	#	1	#	#	#	#	0	1	1.0
#	0	0	1	#	1	0	1	1	0	0	1	#	0	0	1	#	1	#	1	0	1.0
#	#	#	1	1	#	1	#	0	1	0	1	1	#	0	#	1	#	1	#	1	1.0
0	#	0	#	#	#	#	1	0	#	#	1	#	#	1	#	1	1	0	1	0	1.0
1	0	0	0	0	#	#	1	0	#	#	#	1	0	#	1	1	#	0	#	1	1.0
#	1	#	#	0	#	1	0	#	0	1	1	#	#	0	#	0	#	#	#	0	0.13168724279835387
0	#	#	0	0	#	0	#	#	#	#	#	0	#	1	1	#	1	#	1	0	0.401877572016461
#	0	1	0	#	0	#	0	#	0	1	1	#	1	1	1	#	#	#	1	0	1.0
#	1	#	#	1	#	#	1	#	0	0	1	1	0	1	#	1	#	1	#	1	1.0
#	0	0	#	0	#	#	1	#	0	0	0	#	0	#	#	#	#	#	1	0	0.46266436603796024
#	0	0	1	#	0	#	#	1	#	#	#	1	0	1	#	#	0	1	#	0	1.0
1	0	1	1	0	#	#	0	1	#	1	0	1	#	0	1	0	1	1	0	1	1.0
1	#	#	1	#	1	0	#	#	0	#	1	0	1	1	0	#	#	0	#	1	0.053888000000000005
1	#	#	1	1	#	#	#	1	#	#	#	#	1	#	#	#	1	#	0	1	0.06754356352880661
#	#	1	#	1	#	0	0	#	#	#	#	0	#	0	1	1	1	1	0	0	1.0
1	1	0	1	0	0	#	#	0	#	#	#	0	1	1	#	1	#	#	1	0	0.03125
#	0	#	#	#	#	1	0	#	#	#	#	#	#	#	0	#	#	0	#	0	0.06218577436085644
1	#	#	0	#	#	0	#	#	1	1	#	1	#	1	#	1	1	0	1	1	1.0
1	1	0	0	0	#	#	1	0	#	0	#	1	#	#	#	#	0	1	1	0	1.0
#	0	0	#	0	0	#	#	#	#	#	0	#	1	1	0	#	#	1	0	0	1.0
0	#	#	0	0	1	#	0	0	#	1	0	#	1	1	0	#	1	#	1	1	1.0
0	0	0	0	0	1	#	0	#	#	1	#	0	1	0	0	#	1	#	0	0	1.0
1	1	#	#	1	1	#	0	0	0	1	#	1	1	#	#	#	#	0	0	0	1.0
0	0	1	0	0	#	#	0	#	0	#	1	0	#	1	1	#	1	1	#	0	0.03125
#	#	#	0	1	0	#	0	#	1	0	1	#	1	#	1	#	1	#	#	0	1.0
0	#	#	1	#	#	1	0	0	#	#	1	#	#	1	#	0	#	#	#	1	1.0
1	#	0	1	1	0	1	#	#	#	0	#	0	0	#	#	#	1	0	0	0	1.0
#	#	#	#	#	#	1	0	#	#	#	#	#	#	#	0	#	#	0	#	0	0.05748180507374619
#	#	#	#	0	0	#	#	#	#	1	#	#	0	1	#	0	#	0	0	0	1.0
1	#	#	#	0	1	0	#	0	1	#	#	0	#	1	#	#	#	#	0	1	1.0
0	0	0	#	1	#	#	#	1	#	#	#	#	#	#	#	#	#	#	0	1	0.3392169036785128
#	1	0	#	#	#	0	#	#	#	#	0	1	0	0	#	0	0	0	#	0	1.0
#	1	#	0	#	1	#	1	0	0	#	1	#	#	1	0	#	0	0	#	0	1.0
#	#	#	#	#	#	0	1	1	#	0	1	#	#	#	0	1	#	#	0	1	0.007415771484375
0	#	1	0	#	#	#	1	1	#	0	#	#	#	#	#	#	0	#	#	0	0.512908935546875
0	1	0	0	0	#	1	1	#	#	0	1	#	#	#	0	#	#	0	0	1	1.0
0	1	#	0	0	#	#	1	1	1	0	0	#	#	#	#	#	#	1	#	1	0.03125
#	1	0	0	#	0	1	1	#	#	#	#	0	#	#	1	#	1	#	1	1	1.0
1	1	1	#	#	#	1	1	#	0	0	#	1	1	0	#	#	#	0	#	1	1.0
#	1	#	0	1	0	#	1	#	#	#	1	0	#	0	#	0	#	#	#	0	0.13168724279835387
#	0	0	0	0	1	#	#	#	#	#	1	1	#	#	0	#	#	#	#	0	0.001903968584518355
#	#	#	0	0	1	1	#	0	1	#	#	0	#	#	0	0	1	1	#	1	1.0
#	0	1	1	1	1	0	0	1	0	#	0	1	#	#	#	#	1	1	0	0	1.0
0	#	#	0	0	1	1	1	#	1	#	1	#	#	1	#	#	#	0	#	0	1.0
0	0	1	0	1	0	0	1	#	#	0	0	#	#	#	#	#	#	#	#	0	1.0
0	0	0	0	0	0	1	1	1	0	#	1	1	0	#	#	0	#	1	#	0	1.0
1	#	1	1	1	#	#	1	#	0	1	0	#	0	#	0	#	0	#	#	0	1.0
#	0	#	1	0	#	#	#	#	0	#	0	1	1	0	#	0	#	0	#	1	1.0
#	#	1	#	#	1	1	#	#	#	#	#	#	#	#	1	1	#	#	#	1	0.095367431640625
1	#	1	0	#	0	#	#	1	#	1	1	#	0	1	1	#	#	#	0	1	0.2373046875
1	#	1	0	#	#	#	#	1	#	1	1	#	0	1	1	#	#	#	0	1	0.3276800000000001
1	#	1	#	1	1	0	0	0	#	#	1	#	#	#	0	1	0	#	0	0	1.0
1	#	#	1	1	#	#	#	#	#	1	#	#	1	#	0	#	#	0	#	1	0.03125
#	0	1	#	#	#	#	#	0	#	#	#	0	#	1	#	#	0	#	#	1	0.18593443208187066
#	#	#	#	0	0	#	#	0	#	#	1	#	1	#	0	#	#	#	#	0	0.13168724279835387
1	#	1	#	1	#	1	#	1	0	#	#	#	#	#	1	0	0	#	1	1	1.0
#	#	1	1	0	0	#	#	1	1	1	1	1	#	#	#	#	0	1	0	1	1.0
0	1	1	1	1	#	1	#	0	1	#	#	#	0	#	1	#	0	#	1	1	0.1
0	#	#	#	#	0	0	#	#	0	#	1	1	#	0	0	#	#	1	1	1	0.0009765625
0	0	#	#	#	0	1	#	1	1	0	#	0	#	0	1	#	0	0	#	0	1.0
#	0	0	0	0	0	#	#	#	1	0	1	#	0	#	0	#	#	#	#	0	1.0
#	0	1	0	0	1	1	#	#	1	#	0	0	#	1	0	1	0	1	0	1	1.0
1	1	1	0	1	1	1	#	0	0	#	0	1	#	#	1	0	#	#	1	1	1.0
#	1	0	0	0	#	1	#	#	#	1	#	#	#	#	#	#	0	#	#	0	0.04158799090330928
1	0	0	#	#	#	#	#	0	#	0	#	#	1	#	#	#	#	0	1	1	0.13168724279835387
#	0	0	#	1	#	#	#	0	#	#	#	#	1	#	#	#	#	#	#	1	0.20346349914002398
#	#	0	#	0	#	#	0	#	1	#	#	0	0	1	#	0	#	#	1	0	0.06092699470458736
#	#	1	#	#	1	1	#	0	1	0	#	0	#	#	1	#	#	1	1	1	0.2373046875
#	#	0	#	#	0	#	0	0	#	#	#	1	#	0	1	1	#	1	0	0	0.03125
1	0	#	#	1	#	0	#	1	0	#	#	1	#	1	#	#	0	0	1	0	1.0
1	#	0	0	#	#	#	#	#	#	0	#	1	1	0	0	0	#	#	#	0	0.13168724279835387
#	#	#	1	#	1	0	0	#	#	#	1	1	#	0	1	0	#	0	0	1	1.0
1	1	1	#	1	#	1	1	1	#	0	#	0	#	1	1	#	#	#	0	0	1.0
0	#	#	#	#	#	1	#	0	0	#	1	#	0	1	#	0	#	#	#	1	1.0
#	#	#	#	#	#	#	#	0	0	1	#	0	#	0	#	0	#	#	#	0	0.16806999999999994
#	#	#	#	#	#	1	0	#	#	#	#	#	#	#	0	#	#	#	#	0	0.048500724588301174
#	#	#	#	#	0	1	0	#	#	#	#	1	#	#	0	#	#	#	#	1	0.035056707593318304
#	#	1	1	#	0	#	#	0	1	#	1	#	1	#	#	0	1	1	0	0	0.004115226337448558
1	1	#	0	1	#	#	1	0	#	1	#	0	#	0	0	1	#	#	#	1	1.0
0	1	#	1	#	#	#	#	1	#	#	#	#	#	#	#	#	1	#	#	0	0.05079704169054469
#	#	1	#	#	#	0	1	1	#	#	#	0	0	#	#	#	0	#	#	0	0.06754356352880661
#	#	#	1	0	0	#	#	#	#	0	0	1	1	#	#	1	#	#	1	0	1.0
1	#	#	#	1	#	#	#	#	1	#	1	#	1	0	0	1	1	#	0	0	1.0
#	1	1	#	0	1	#	#	0	#	0	#	#	1	1	#	#	1	1	0	0	1.0
#	#	#	#	#	1	0	#	#	0	0	#	#	#	1	1	#	#	0	1	1	0.06092699470458736
#	#	#	0	1	#	#	#	#	#	#	#	1	#	1	#	#	#	#	#	1	0.27550608968587587
#	1	#	#	1	#	#	1	0	0	0	1	1	0	1	#	1	#	1	1	1	0.05658436213991769
#	#	#	#	0	1	0	#	1	#	#	#	0	#	0	#	#	#	#	#	1	0.0004135537391679411
#	0	#	1	#	#	#	1	#	1	#	0	1	#	#	1	#	#	1	#	1	1.0
#	1	#	#	0	0	#	#	0	0	#	#	#	#	0	0	1	0	#	#	0	1.0
#	#	#	#	0	0	#	#	#	#	1	#	#	0	1	#	0	#	#	0	0	0.3540925979614258
#	0	#	#	0	1	#	0	1	1	#	#	0	1	#	#	1	1	1	#	0	0.1
#	#	1	#	#	0	0	#	#	0	#	#	#	0	0	#	1	#	1	#	1	0.00012860082304526745
#	1	#	0	#	1	1	1	1	#	#	#	#	#	0	#	0	1	0	#	0	1.0
#	#	#	#	#	0	0	#	#	#	0	0	1	0	#	#	1	1	0	1	0	0.0009765625
#	#	#	1	#	0	#	0	0	0	0	#	0	1	#	1	1	#	#	1	0	0.13168724279835387
1	#	1	0	#	#	#	1	#	#	1	0	#	1	0	1	0	#	#	0	0	1.0
0	1	#	#	1	0	1	#	#	#	1	#	#	#	1	#	#	0	0	#	0	0.0
#	#	0	0	#	1	0	#	#	0	#	#	1	#	0	#	1	#	#	#	1	0.03125
1	1	1	#	1	1	#	1	#	0	1	#	1	1	0	1	0	1	0	#	0	1.0
#	1	1	0	0	#	#	#	#	#	#	1	#	1	1	#	#	0	1	0	1	1.0
0	1	0	0	#	0	0	#	#	#	#	#	#	#	0	#	#	0	0	0	0	1.0
#	#	0	1	0	#	0	1	1	0	#	1	#	#	0	1	0	1	#	#	1	1.0
1	0	0	#	1	#	1	1	0	0	0	#	#	#	#	0	0	1	1	#	0	1.0
0	#	#	1	1	#	#	0	1	1	#	#	#	#	#	#	#	1	#	#	0	0.3666478320532007
#	0	#	#	0	#	#	#	#	#	#	#	#	1	#	1	0	1	#	#	0	0.043151275720164604
0	0	0	#	1	#	1	1	1	0	#	#	#	#	#	#	#	#	#	#	1	0.28462802079628785
1	#	1	#	#	#	0	1	#	1	#	#	0	#	1	#	#	#	1	#	1	0.06092699470458736
1	1	1	#	#	#	#	1	1	1	1	#	#	0	#	#	#	0	#	#	0	0.07775999999999998
#	#	#	1	#	#	0	1	1	#	1	1	0	#	#	#	#	#	1	#	0	0.014458261438686257
1	#	#	#	#	1	#	1	#	#	1	0	#	0	#	1	#	1	1	#	1	0.13168724279835387
#	1	#	1	1	#	#	1	#	#	#	1	#	#	#	#	0	#	1	1	1	0.06092699470458736
#	#	#	#	0	#	0	1	0	#	1	#	0	#	1	#	0	#	#	#	0	0.13168724279835387
0	0	#	#	0	0	#	#	#	#	#	#	1	#	#	0	1	#	1	0	1	0.004115226337448558
#	1	#	#	#	0	#	1	#	#	0	1	1	#	0	1	#	0	0	1	1	0.03125
0	#	#	#	#	0	1	1	1	1	1	#	#	0	#	0	#	#	1	0	0	0.03125
#	1	#	#	0	0	#	#	0	0	#	#	#	0	0	0	1	0	#	#	0	1.0
#	1	#	0	1	#	#	#	#	#	#	#	1	#	1	#	#	#	#	#	1	0.07472287811932173
1	#	0	#	1	0	#	#	1	#	1	0	0	#	1	1	#	#	#	1	0	1.0
0	0	#	0	#	0	#	#	#	1	#	#	#	#	0	#	0	#	#	#	0	0.010240000000000003
1	#	#	1	#	#	#	#	1	#	#	#	#	1	#	#	#	1	#	0	1	0.040386107340619246
1	#	#	#	0	#	0	#	0	1	#	1	0	#	1	#	1	#	0	0	0	0.013168724279835387
#	#	#	1	#	0	#	0	0	#	0	#	0	1	#	1	1	#	1	1	0	0.03125
1	#	#	#	#	1	#	1	1	#	#	#	0	#	0	1	#	#	#	#	1	0.007415771484375
#	#	0	1	1	1	1	#	0	#	#	#	#	#	1	#	0	#	#	#	1	0.004115226337448558
0	#	#	1	#	#	#	#	#	#	#	#	#	1	#	#	#	1	#	#	0	0.09783795953954658
0	1	#	1	#	#	#	#	#	#	#	#	#	#	#	#	0	1	#	#	0	0.17359814762676115
#	#	1	#	0	0	#	#	#	#	1	#	#	0	1	#	0	#	#	0	0	0.13168724279835387
#	#	#	#	0	0	#	#	#	#	1	0	#	0	1	#	0	#	#	0	0	0.3276800000000001
#	#	1	0	#	0	0	#	1	#	1	1	#	#	1	1	#	1	1	#	1	0.051562500000000004
#	#	#	1	#	1	0	1	1	#	#	1	0	#	#	#	#	#	1	#	0	0.004115226337448558
#	1	#	#	#	#	#	#	1	0	#	0	#	#	#	#	#	#	0	#	0	0.09091180653955425
1	#	#	#	1	#	1	#	1	#	#	#	#	#	#	0	#	#	0	#	0	0.06092699470458736
#	#	1	#	#	#	1	#	0	1	#	#	#	#	0	#	#	#	0	#	1	0.0009765625
0	#	#	#	#	#	#	1	1	1	0	0	#	#	0	#	1	#	#	#	0	0.03125
1	0	0	#	#	#	#	#	#	#	0	#	#	1	#	#	0	#	1	#	1	0.2693290743429045
1	0	#	#	0	#	#	#	#	#	#	#	#	0	#	#	#	#	0	#	0	0.1134276198236865
0	0	1	#	#	#	#	#	0	#	#	#	0	#	1	#	#	0	#	#	1	0.18593443208187066
#	0	#	#	#	#	1	1	1	0	#	0	#	#	#	#	#	#	#	#	0	0.043151275720164604
1	#	#	#	#	#	0	0	#	#	1	#	#	#	1	#	#	0	#	#	1	0.022132674897119342
